id_author_1,id_author_2,AdamicAdar,JaccardCoefficient,PreferentialAttachment,ResourceAllocation,ShortestPath,Label
1828245,1839848,0.417032391,0.1,30,0.090909091,0.5,0
1828245,1842502,0.339623272,0.076923077,48,0.052631579,0.5,0
1828245,1847030,0.777706152,0.111111111,84,0.153409091,0.5,0
1828245,1848863,1.534361815,0.4,48,0.296949761,0.5,0
1828245,1858559,0.417032391,0.1,30,0.090909091,0.5,0
1828245,1862802,0.339623272,0.076923077,48,0.052631579,0.5,0
1828245,1873992,0.417032391,0.066666667,60,0.090909091,0.5,0
1828272,1851800,2.649474898,0.714285714,36,0.757575758,1,1
1828352,1832256,3.640956907,0.666666667,99,0.888888889,1,1
1828352,1837495,3.640956907,0.666666667,99,0.888888889,1,1
1828428,1829330,0.352956124,0.035714286,208,0.058823529,0.5,0
1828428,1831058,0.310667467,0.052631579,64,0.04,0.5,0
1828428,1831281,0.755385728,0.117647059,48,0.142156863,0.5,0
1828428,1834335,1.042546773,0.142857143,128,0.170252101,0.5,0
1828428,1837112,3.632770385,0.428571429,200,0.759803922,1,1
1828428,1837205,0.352956124,0.045454545,112,0.058823529,0.5,0
1828428,1837230,0.352956124,0.038461538,176,0.058823529,0.5,0
1828428,1838078,0.352956124,0.05,80,0.058823529,0.5,0
1828428,1839935,1.042546773,0.125,176,0.170252101,0.5,0
1828428,1850622,0.755385728,0.086956522,144,0.142156863,0.5,0
1828428,1855877,0.686764325,0.125,80,0.108823529,0.5,1
1828512,1836468,2.42211543,0.363636364,56,0.766666667,1,1
1828512,1836650,2.377903146,0.4,48,0.742857143,1,1
1828512,1837165,0.889414095,0.111111111,36,0.211111111,0.5,0
1828512,1839913,0.434294482,0.035714286,198,0.1,0.5,0
1828512,1853830,0.434294482,0.04,144,0.1,0.5,0
1828512,1854782,0.434294482,0.055555556,18,0.1,0.5,0
1828512,1861557,0.434294482,0.037037037,180,0.1,0.5,0
1828512,1871439,0.434294482,0.041666667,126,0.1,0.5,0
1828549,1849497,0.455119613,0.125,20,0.111111111,0.5,0
1828666,1829093,0.369269373,0.071428571,50,0.066666667,0.5,0
1828666,1831718,0.434294482,0.083333333,40,0.1,0.5,0
1828666,1832117,0.369269373,0.071428571,50,0.066666667,0.5,0
1828666,1836770,0.434294482,0.111111111,25,0.1,0.5,0
1828666,1839490,0.803563855,0.111111111,75,0.166666667,0.5,0
1828666,1860365,0.434294482,0.111111111,25,0.1,0.5,0
1828697,1830166,0.333808201,0.0625,30,0.05,0.5,0
1828697,1830169,0.333808201,0.083333333,22,0.05,0.5,0
1828697,1830851,0.333808201,0.2,8,0.05,0.5,0
1828697,1851361,0.333808201,0.066666667,28,0.05,0.5,0
1828697,1866183,0.333808201,0.111111111,16,0.05,0.5,0
1828782,1835522,2.790553133,0.714285714,36,0.833333333,1,1
1828818,1830298,0.455119613,0.083333333,36,0.111111111,0.5,0
1828818,1850097,0.455119613,0.125,20,0.111111111,0.5,0
1828851,1830766,0.6397249,0.111111111,99,0.088345865,0.5,0
1828851,1831681,0.300101629,0.071428571,54,0.035714286,0.5,0
1828851,1834434,0.6397249,0.095238095,126,0.088345865,0.5,0
1828851,1853748,0.300101629,0.05,108,0.035714286,0.5,0
1828851,1857469,0.6397249,0.111111111,99,0.088345865,0.5,0
1828851,1869841,0.300101629,0.090909091,27,0.035714286,0.5,0
1828865,1834759,0.480898347,0.066666667,15,0.125,0.5,0
1828865,1841569,0.480898347,0.142857143,7,0.125,0.5,0
1828947,1829330,0.352956124,0.034482759,221,0.058823529,0.5,0
1828947,1830647,0.455119613,0.045454545,102,0.111111111,0.5,0
1828947,1831058,0.310667467,0.05,68,0.04,0.5,0
1828947,1831281,1.36535884,0.5,9,0.444444444,1,1
1828947,1834335,0.663623591,0.086956522,136,0.098823529,0.5,0
1828947,1837112,0,0,12,0,0,1
1828947,1837205,0.352956124,0.043478261,119,0.058823529,0.5,0
1828947,1837230,0.352956124,0.037037037,187,0.058823529,0.5,0
1828947,1839301,0.671341228,0.090909091,119,0.1025,0.5,0
1828947,1839935,0.663623591,0.076923077,187,0.098823529,0.5,0
1828947,1842067,0.671341228,0.090909091,119,0.1025,0.5,0
1828947,1843384,0.417032391,0.045454545,102,0.090909091,0.5,0
1828947,1853059,1.36535884,0.5,9,0.444444444,1,1
1828947,1853095,0.663623591,0.086956522,136,0.098823529,0.5,0
1828947,1855877,1.024297351,0.107142857,238,0.161323529,0.5,0
1828951,1854915,0.513898342,0.142857143,15,0.142857143,0.5,0
1828979,1831603,2.164042561,0.6,16,0.75,1,1
1828979,1838281,0.781352786,0.153846154,54,0.154761905,0.5,0
1828979,1854206,2.164042561,0.6,16,0.75,1,1
1828979,1855047,0.781352786,0.153846154,54,0.154761905,0.5,0
1829047,1856189,0.558110627,0.2,5,0.166666667,0.5,0
1829091,1837212,0.339623272,0.055555556,88,0.052631579,0.5,0
1829091,1844626,0.369269373,0.071428571,44,0.066666667,0.5,0
1829091,1863075,0.339623272,0.05,110,0.052631579,0.5,0
1829092,1829783,1.442695041,0.333333333,4,0.5,1,1
1829093,1831718,0.369269373,0.058823529,80,0.066666667,0.5,0
1829093,1836770,0.369269373,0.071428571,50,0.066666667,0.5,0
1829093,1859353,0.738538746,0.111111111,100,0.133333333,0.5,0
1829127,1837385,1.468349853,0.5,9,0.5,1,1
1829127,1837635,0.992405108,0.4,10,0.266666667,0.5,0
1829127,1837811,0.434294482,0.142857143,15,0.1,0.5,0
1829127,1848262,1.506303451,0.5,20,0.40952381,0.5,0
1829127,1855658,0.434294482,0.2,5,0.1,0.5,0
1829133,1829408,2.164042561,0.6,16,0.75,1,1
1829133,1868491,1.475695036,0.428571429,24,0.392857143,0.5,0
1829134,1831297,2.485339738,0.666666667,25,0.8,1,1
1829134,1848684,2.485339738,0.666666667,25,0.8,1,1
1829152,1830931,0.378923182,0.076923077,45,0.071428571,0.5,0
1829167,1840945,0.824165727,0.222222222,24,0.176923077,0.5,0
1829167,1865980,0.824165727,0.166666667,33,0.176923077,0.5,0
1829167,1868402,0.389871245,0.166666667,12,0.076923077,0.5,0
1829181,1863649,2.078017947,0.8,20,0.583333333,0.5,0
1829181,1868491,1.475695036,0.5,20,0.392857143,0.5,0
1829186,1832698,0.36067376,0.090909091,20,0.0625,0.5,0
1829186,1839330,0.36067376,0.083333333,30,0.0625,0.5,0
1829186,1848676,0.36067376,0.1,10,0.0625,0.5,0
1829186,1861432,0.36067376,0.083333333,30,0.0625,0.5,0
1829202,1836407,0.31465798,0.083333333,40,0.041666667,0.5,0
1829202,1842896,0.704529226,0.166666667,45,0.118589744,0.5,0
1829202,1845992,0.31465798,0.083333333,40,0.041666667,0.5,0
1829202,1847774,0.31465798,0.111111111,25,0.041666667,0.5,0
1829202,1850106,0.31465798,0.111111111,25,0.041666667,0.5,0
1829202,1851508,0.31465798,0.066666667,55,0.041666667,0.5,0
1829202,1851519,0.31465798,0.066666667,55,0.041666667,0.5,0
1829202,1852581,0.704529226,0.133333333,60,0.118589744,0.5,0
1829211,1829333,0.513898342,0.125,14,0.142857143,0.5,0
1829211,1832385,0,0,4,0,0,1
1829211,1837455,0.558110627,0.142857143,7,0.166666667,0.5,0
1829211,1845231,0,0,2,0,0,1
1829211,1849741,0,0,10,0,0,1
1829211,1850265,0.910239227,0.2,35,0.222222222,0.5,0
1829226,1833238,0.417032391,0.1,30,0.090909091,0.5,0
1829226,1863431,0.417032391,0.041666667,114,0.090909091,0.5,0
1829240,1856599,0.72134752,0.133333333,60,0.125,0.5,0
1829240,1864942,0.31465798,0.052631579,96,0.041666667,0.5,0
1829256,1860910,0.480898347,0.142857143,12,0.125,0.5,0
1829313,1831853,0.480898347,0.25,6,0.125,0.5,0
1829313,1855399,0.480898347,0.333333333,4,0.125,0.5,0
1829313,1865141,0.480898347,0.25,6,0.125,0.5,0
1829313,1870088,0.480898347,0.333333333,4,0.125,0.5,0
1829321,1833903,0.369269373,0.066666667,64,0.066666667,0.5,0
1829321,1834759,0,0,8,0,0,1
1829330,1829967,0.402429604,0.025,364,0.083333333,0.5,0
1829330,1831681,0.402429604,0.055555556,78,0.083333333,0.5,0
1829330,1833843,0.352956124,0.045454545,130,0.058823529,0.5,0
1829330,1837112,0.352956124,0.027027027,325,0.058823529,0.5,0
1829330,1839325,0.352956124,0.034482759,221,0.058823529,0.5,0
1829330,1852294,0.402429604,0.055555556,78,0.083333333,0.5,0
1829330,1853059,0.352956124,0.041666667,156,0.058823529,0.5,0
1829330,1855474,0.352956124,0.045454545,130,0.058823529,0.5,0
1829332,1832356,0.558110627,0.090909091,27,0.166666667,0.5,0
1829332,1843550,0.402429604,0.071428571,54,0.083333333,0.5,0
1829332,1853356,0.558110627,0.05,108,0.166666667,0.5,0
1829333,1845231,0.513898342,0.142857143,12,0.142857143,0.5,0
1829333,1849741,0.513898342,0.1,18,0.142857143,0.5,0
1829333,1871587,0.513898342,0.166666667,10,0.142857143,0.5,0
1829340,1830066,0.480898347,0.055555556,48,0.125,0.5,0
1829340,1831459,0.480898347,0.076923077,33,0.125,0.5,0
1829345,1865522,0.480898347,0.25,6,0.125,0.5,0
1829345,1865987,0.480898347,0.2,9,0.125,0.5,0
1829350,1837643,2.164042561,0.6,16,0.75,1,1
1829358,1829448,0.339623272,0.05,110,0.052631579,0.5,0
1829358,1832134,0.339623272,0.076923077,40,0.052631579,0.5,0
1829358,1833238,0.339623272,0.071428571,50,0.052631579,0.5,0
1829408,1833448,2.295666814,0.571428571,30,0.7,1,1
1829408,1851189,3.080238643,0.714285714,36,0.983333333,1,1
1829422,1831360,0.389871245,0.1,28,0.076923077,0.5,0
1829422,1840000,0.389871245,0.2,8,0.076923077,0.5,0
1829422,1840944,0.389871245,0.1,28,0.076923077,0.5,0
1829422,1856413,0.389871245,0.066666667,48,0.076923077,0.5,0
1829422,1863101,0.389871245,0.25,4,0.076923077,0.5,0
1829422,1863868,0.389871245,0.090909091,32,0.076923077,0.5,0
1829448,1832134,0.339623272,0.071428571,44,0.052631579,0.5,0
1829448,1833493,0.339623272,0.05,110,0.052631579,0.5,0
1829472,1841572,0.31465798,0.05,80,0.041666667,0.5,0
1829472,1842500,0.31465798,0.043478261,128,0.041666667,0.5,0
1829472,1854403,0.31465798,0.037037037,192,0.041666667,0.5,0
1829472,1864942,0.31465798,0.043478261,128,0.041666667,0.5,0
1829504,1843006,0.513898342,0.166666667,12,0.142857143,0.5,0
1829506,1832191,2.790553133,0.416666667,66,0.833333333,1,1
1829506,1853144,2.790553133,0.416666667,66,0.833333333,1,1
1829577,1856477,0.757846363,0.153846154,54,0.142857143,0.5,0
1829590,1832256,0.378923182,0.076923077,24,0.071428571,0.5,0
1829590,1837495,0.378923182,0.076923077,24,0.071428571,0.5,0
1829590,1841683,0.378923182,0.111111111,16,0.071428571,0.5,0
1829590,1853180,0.378923182,0.1,18,0.071428571,0.5,0
1829596,1852774,1.737177928,0.444444444,40,0.4,0.5,0
1829596,1853905,1.737177928,0.285714286,65,0.4,0.5,0
1829668,1830166,0.621334935,0.08,180,0.08,0.5,0
1829668,1830169,0.621334935,0.095238095,132,0.08,0.5,0
1829668,1831041,0.621334935,0.095238095,132,0.08,0.5,0
1829668,1832813,0.389871245,0.0625,60,0.076923077,0.5,0
1829668,1835118,0.621334935,0.095238095,132,0.08,0.5,0
1829668,1835331,0.621334935,0.066666667,240,0.08,0.5,0
1829668,1837852,2.485339738,0.666666667,25,0.8,1,1
1829668,1839266,0.621334935,0.1,120,0.08,0.5,0
1829668,1851361,0.621334935,0.083333333,168,0.08,0.5,0
1829668,1858584,0.621334935,0.117647059,84,0.08,0.5,0
1829668,1859545,0.621334935,0.117647059,84,0.08,0.5,0
1829668,1866183,0.621334935,0.111111111,96,0.08,0.5,0
1829668,1872875,0.389871245,0.055555556,84,0.076923077,0.5,0
1829679,1831904,0.558110627,0.111111111,16,0.166666667,0.5,0
1829679,1833307,0,0,8,0,0,1
1829715,1836770,0.480898347,0.1,30,0.125,0.5,0
1829715,1859353,0.480898347,0.066666667,60,0.125,0.5,0
1829715,1860365,0.480898347,0.1,30,0.125,0.5,0
1829723,1833307,0.480898347,0.111111111,24,0.125,0.5,0
1829795,1833916,0.434294482,0.1,30,0.1,0.5,0
1829795,1856072,0.434294482,0.111111111,24,0.1,0.5,0
1829820,1839758,0.339623272,0.055555556,90,0.052631579,0.5,0
1829820,1845729,0.339623272,0.047619048,120,0.052631579,0.5,0
1829870,1833859,0.558110627,0.125,18,0.166666667,0.5,0
1829870,1833882,0.558110627,0.083333333,30,0.166666667,0.5,0
1829870,1864087,0.558110627,0.090909091,27,0.166666667,0.5,0
1829883,1853336,0.455119613,0.058823529,72,0.111111111,0.5,0
1829883,1860522,0.455119613,0.071428571,36,0.111111111,0.5,0
1829884,1831752,1.082021281,0.2,81,0.1875,0.5,0
1829884,1836497,0.417032391,0.076923077,45,0.090909091,0.5,0
1829884,1844447,0.417032391,0.1,18,0.090909091,0.5,0
1829884,1870085,1.082021281,0.130434783,153,0.1875,0.5,0
1829892,1847214,0.889414095,0.2,36,0.211111111,0.5,0
1829892,1848886,0.992405108,0.333333333,12,0.266666667,0.5,0
1829892,1870862,1.447524722,0.272727273,48,0.377777778,0.5,0
1829892,1871613,1.447524722,0.428571429,24,0.377777778,0.5,0
1829944,1832916,1.202245867,0.666666667,6,0.375,0.5,0
1829944,1851468,0.480898347,0.166666667,12,0.125,0.5,0
1829954,1830602,0.513898342,0.125,18,0.142857143,0.5,0
1829954,1871063,0.513898342,0.166666667,12,0.142857143,0.5,0
1829967,1832698,0.306927676,0.034482759,56,0.038461538,0.5,0
1829967,1833368,0.558110627,0.033333333,84,0.166666667,0.5,0
1829967,1833705,0,0,75,0,0,1
1829967,1837230,0.402429604,0.026315789,308,0.083333333,0.5,0
1829967,1837428,0.685850858,0.066666667,112,0.10989011,0.5,0
1829967,1843448,0.306927676,0.027027027,280,0.038461538,0.5,0
1829967,1844258,0.306927676,0.027027027,280,0.038461538,0.5,0
1829967,1855859,0.558110627,0.033333333,84,0.166666667,0.5,0
1829967,1859785,0.402429604,0.026315789,308,0.083333333,0.5,0
1829967,1860636,0.402429604,0.03030303,168,0.083333333,0.5,0
1829967,1860760,0.306927676,0.023255814,448,0.038461538,0.5,0
1829988,1856278,0.621334935,0.25,4,0.2,0.5,0
1830019,1830022,1.820478453,0.5,9,0.666666667,1,1
1830019,1848406,1.072008969,0.2,32,0.30952381,0.5,0
1830065,1831549,0.434294482,0.055555556,70,0.1,0.5,0
1830065,1833451,1.055629416,0.125,56,0.3,0.5,0
1830065,1845759,0.369269373,0.055555556,70,0.066666667,0.5,0
1830065,1846144,0.480898347,0.0625,42,0.125,0.5,0
1830065,1851906,0,0,27,0,0,1
1830065,1853497,0.369269373,0.0625,42,0.066666667,0.5,0
1830065,1858255,0.369269373,0.047619048,112,0.066666667,0.5,0
1830065,1868837,0.434294482,0.055555556,70,0.1,0.5,0
1830085,1831534,0.378923182,0.0625,70,0.071428571,0.5,0
1830085,1831854,0.378923182,0.090909091,35,0.071428571,0.5,0
1830085,1845759,0.369269373,0.090909091,35,0.066666667,0.5,0
1830085,1851906,0.378923182,0.071428571,56,0.071428571,0.5,0
1830085,1853497,0.369269373,0.111111111,21,0.066666667,0.5,0
1830085,1854507,0.369269373,0.111111111,21,0.066666667,0.5,0
1830085,1858255,0.369269373,0.071428571,56,0.066666667,0.5,0
1830085,1866088,0.378923182,0.090909091,35,0.071428571,0.5,0
1830089,1845478,0.434294482,0.111111111,24,0.1,0.5,0
1830089,1855911,0.434294482,0.111111111,24,0.1,0.5,0
1830103,1844460,0.621334935,0.25,6,0.2,0.5,0
1830103,1851247,0.455119613,0.125,18,0.111111111,0.5,0
1830103,1855329,0.621334935,0.25,6,0.2,0.5,0
1830164,1831210,0.36067376,0.083333333,40,0.0625,0.5,0
1830164,1831459,0.36067376,0.066666667,55,0.0625,0.5,0
1830165,1830412,1.442695041,0.333333333,4,0.5,1,1
1830165,1831292,0.480898347,0.0625,60,0.125,0.5,0
1830166,1830851,0.712731382,0.117647059,60,0.121428571,0.5,0
1830166,1831041,0.629315961,0.125,77,0.083333333,0.5,1
1830166,1835331,3.927465883,0.666666667,154,0.791125541,1,1
1830166,1839266,1.872432109,0.25,150,0.352727273,0.5,0
1830166,1850983,0.712731382,0.117647059,60,0.121428571,0.5,0
1830166,1851393,3.889356673,0.833333333,121,0.771645022,1,1
